Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,44623.0315871975,42378.2165335393,42333.5215714088,43946.251738291,47303.8655939098,50120.7530887167,52644.7898999399,52637.1903526574,52757.3960429144,53831.0294952424,54433.5931539501,56029.4991512974,54301.6594145787,56270.2511347442,57775.0758629956,59050.1954015578,59257.6449307094
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,45754,46635,47335,48032,48384,48359,48335,48378,48547,48791,48657,48543,48291,48246,48428,48899,49464,50180,50996,51792,52565,53296,53912,54414,54681
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3960.8890315,3998.79729208867,4086.10434130578,4087.72449101023,4264.59723774177,4255.45097421847,4295.40679748345,4223.44800626708,4240.77265686858,4164.29314800857,4272.359150902,4375.5808542034,4427.97844455038,4630.35126544718,4883.24300436251,5097.53106864695,5218.85823412748,5500.67840152349,5720.21447177109,5701.10435269432,4721.1228189763,4507.33353596072,5291.51693123572,5761.5694863591,5935.20896505673
Fiji,FJI,"Population, total",SP.POP.TOTL,840909,849596,858049,866286,874366,882379,890365,897832,903399,907239,910419,912989,914918,916352,917585,918578,919166,918759,917180,914899,914963,916711,919422,924145,928784
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,37872.6020343504,38784.1308115726,39343.0698997627,40038.9839702277,41521.962874476,42529.3506920884,44069.3958834717,46213.6898975737,46359.8732844055,42412.5133513534,43556.5385834368,44391.4535667984,43507.9345371578,42883.6384986417,42502.4880199858,42560.3456767103,43529.6761616969,44862.220404205,45337.2409550575,45898.5708448954,44690.9801103074,45792.0454180872,46016.1492103929,45357.0296547377,45254.0358658917
Finland,FIN,"Population, total",SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5583911,5619911
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,33255.1379642335,33640.6738002565,33753.5782979758,33840.6175720101,34557.1471111581,34946.0372494703,35645.4162427116,36322.1685141004,36257.3658930938,35052.8510772683,35578.1968010183,36269.9561530888,36161.2918253465,36256.086680981,36444.3949089146,36702.4323733379,36920.5342846914,37580.5979329356,38062.4435961412,38705.2072940618,35709.2045925926,38030.8571685178,38868.3303330557,39319.4152227295,39683.3953489029
France,FRA,"Population, total",SP.POP.TOTL,60918661,61364377,61812142,62249855,62707588,63180854,63622342,64016890,64375116,64706436,65026211,65340830,65657659,65997932,66312067,66548272,66724104,66918020,67158348,67382061,67601110,67842811,68184457,68372286,68551653
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,22498.8285530328,22076.5919162624,21932.9195333418,22055.6419702196,21919.9410589378,21661.4244664054,21545.5997136473,21648.532237682,21493.4178311249,20499.7723032831,19913.0252687915,19241.6437951625,18968.4422157904,18930.1268887012,18928.1858620128,19166.9594761931,19516.0718353276,20287.7685831663,20674.4206829029,21289.8751241139,19026.790444196,19626.2332540206,20160.4994298379,20664.9770259225,20846.6514059991
French Polynesia,PYF,"Population, total",SP.POP.TOTL,240337,244097,247775,251637,255654,259507,263223,266438,268379,269481,270580,271727,273084,274728,276387,277866,279178,280087,279815,279034,279209,279792,280378,281118,281807
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,6468.38523357609,6264.83611480154,6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966528997,6479.04900690761,6527.48207900404,6541.2536861807,6618.98685865885
Gabon,GAB,"Population, total",SP.POP.TOTL,1275572,1309589,1345135,1382350,1421609,1463495,1508337,1556237,1607175,1661556,1719879,1781985,1846889,1913059,1978399,2040989,2100306,2156900,2212318,2267706,2322539,2376722,2430747,2484789,2538952
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,659.911237641141,679.539755947951,640.03893213613,665.834222326194,693.563314497133,658.676285443081,636.596026908866,637.20930597537,657.675679192228,681.433469086571,701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251,689.49323955737,710.686979216316,735.612383709511,758.96588872906
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1455084,1495011,1535691,1577611,1621312,1667037,1715275,1765774,1817852,1871422,1926630,1983784,2043094,2103820,2164528,2224529,2283769,2342189,2399632,2456844,2515733,2576010,2636470,2697845,2759988
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6180.6206023429,6808.07398025981
Georgia,GEO,"Population, total",SP.POP.TOTL,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3722716,3708610,3712502,3715483,3699557
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35104.1308467844,35618.5143698493,35477.5151544301,35270.0227284267,35687.6378708542,36024.0947047021,37459.261328042,38593.0749910508,39009.8477636357,36940.4078672661,38526.7371042695,40722.4849268242,40834.5088218456,40884.8926759028,41602.4661281668,41929.7549110722,42516.9337063103,43543.4807050551,43905.8550061973,44235.2658954682,42372.8726784255,44011.0194631674,44817.1316331389,44368.9920074881,44027.7631554469
Germany,DEU,"Population, total",SP.POP.TOTL,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83177813,83287273,83516593
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1022.27520714566,1035.22666053257,1052.46591644399,1077.69990866645,1108.30475353633,1143.31178934301,1185.26570738595,1205.31705804209,1282.63416886747,1311.63053760125,1381.2279503506,1537.81834019283,1640.54072088003,1718.59704769958,1726.36930134647,1722.77282833606,1740.81101902928,1841.44636153249,1915.4532323781,1999.55372220211,1970.19411460398,2030.04866500967,2067.20895910766,2091.8133564595,2167.72691406678
Ghana,GHA,"Population, total",SP.POP.TOTL,19637087,20167069,20729388,21296705,21868298,22449438,23040702,23642279,24249946,24862664,25474995,26095088,26734268,27386193,28041592,28696068,29356742,30008354,30637585,31258945,31887809,32518665,33149152,33787914,34427414
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,27709,27657,27831,28274,28715,29163,29594,30006,30413,30823,31248,31660,32029,32407,32813,33193,33658,34245,34854,35494,36173,36858,37609,38471,39329
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18002.9064613985,18742.4235780691,19548.3677447396,20632.2557041942,21688.1050959558,21880.5265835801,23220.5324419197,23973.6936091313,23923.8800731311,22878.1346644397,21547.724178239,19448.255802525,17924.6620496886,17644.8766635021,17903.5252440012,17980.7298238137,18049.928997892,18352.0884461258,18769.0389621976,19216.6759579785,17486.951333323,19232.9683327114,20552.3223279685,21050.8648111581,21494.6856060599
Greece,GRC,"Population, total",SP.POP.TOTL,10805808,10862132,10902022,10928070,10955141,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10732882,10721582,10698599,10569207,10436882,10407351,10405134
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31623.0591501943,31914.1710964481,31483.6074780094,32787.9680355213,34961.9356097257,36681.8055890619,38828.8524943222,39896.875364094,42527.6668469766,42899.7441985862,43481.5161087805,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48169.9406957389,48709.9339758895,49679.3365414895,49929.7755428605,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56185,56379,56595,56751,56898,56935,56775,56555,56328,56323,56534,56890,56810,56483,56295,56114,56186,56172,56023,56225,56367,56653,56661,56865,56836
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6677.1265230922,6509.51660313374,6707.36873532777,7309.78547094579,7233.29494434962,8162.91232124727,7808.24358323434,8257.36225682689,8307.49221491819,7733.12990600058,7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372,8782.32193426078,9406.19337643226,9817.86383583917,10196.0049872434
Grenada,GRD,"Population, total",SP.POP.TOTL,107451,107987,108404,108884,109323,109734,110135,110522,110896,111254,111586,112079,112775,113487,114132,114676,115130,115438,115691,115981,116341,116688,116913,117081,117207
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,29576.221681311,29685.9531745657,31483.8141949558,32520.3729565352,31242.462900947,31385.0475162113,31941.2706025874,31988.7229358255,32644.1484056205,32665.3787483379,33404.9317636913,34044.3190415455,34755.2691107298,35165.7014644795,35373.8483143417,35850.9025520506,35731.2203743081,36830.1264410973,32884.8852646787,33239.4846327875,34627.9862781837,..,..
Guam,GUM,"Population, total",SP.POP.TOTL,160065,161329,162315,163137,163810,164365,164839,165267,165693,166173,166522,166543,166331,165966,165486,164905,164233,163490,162679,161808,162158,163730,165180,166506,167777
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3165.9323746889,3166.20351297452,3213.26837369582,3222.15468293683,3250.20406037693,3284.80971612832,3388.15003339926,3527.7782721364,3569.92861121538,3516.19227725255,3546.6258162259,3621.37409769184,3655.57315791242,3717.30462628413,3809.61587570091,3893.50533299068,3924.77894837098,3972.74057836068,4040.2121371198,4139.12203836307,4005.83911593999,4268.62858565412,4385.14891178047,4470.70728455461,4563.09590652717
Guatemala,GTM,"Population, total",SP.POP.TOTL,11697592,11969422,12246915,12525842,12807402,13087629,13367459,13652040,13935174,14215611,14500112,14792126,15089647,15387337,15681725,15971743,16268760,16567357,16845685,17103803,17357325,17598650,17847877,18124838,18406359
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,614.137235083638,628.320554864936,650.554963973291,644.071217908894,645.182843390689,651.359606871604,645.472001923653,673.698997420626,684.775780377366,660.756701330284,675.736917327708,696.199991395571,719.505916794546,729.833143236326,738.272274481308,747.356966759448,807.236421043888,867.907502577607,899.907328045175,926.42221954853,945.570903389665,973.646890096159,987.502501465337,1016.88094800324,1045.92207475817
Guinea,GIN,"Population, total",SP.POP.TOTL,8428832,8539960,8674066,8870781,9062726,9245844,9441171,9662281,9898870,10143534,10396086,10656810,10921581,11191873,11472924,11767070,12073030,12385659,12704774,13034346,13371183,13710513,14055137,14405468,14754785
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,571.094015178625,585.837980688333,594.040535151552,579.092506821836,572.526464627294,595.94255560187,597.257151722046,597.482020935948,608.958620496925,608.202131879882,625.904027290582,658.953470528116,630.66862302825,634.095456089352,623.610159103365,645.066837207039,663.242608032005,677.466131311367,686.456819839526,706.298562874985,710.275129060129,729.627090607537,752.901123263165,779.085789155531,793.692157673779
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1234741,1261273,1289307,1318806,1349563,1381585,1415303,1450986,1488054,1526377,1566347,1608076,1651417,1695973,1741122,1786457,1831893,1877072,1922168,1967696,2013255,2058841,2105529,2153339,2201352
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3759.60789699989,3847.09461851367,3894.87107415198,3873.04123684261,3937.11435304522,3867.93308158647,4076.77981715707,4382.10449666813,4472.34517889699,4649.34144792756,4860.09110980566,5133.89539813637,5403.79899428921,5573.3421790463,5635.71704117947,5640.41560569466,5818.61682204646,5997.18271426826,6080.90612132746,6278.63054079553,9010.61000469878,10711.9973374148,17365.3336428642,23101.3538282741,33034.9576389333
Guyana,GUY,"Population, total",SP.POP.TOTL,764832,764477,763652,763101,762418,760914,758966,756861,754606,752094,749256,746153,746288,750021,754229,758781,763548,768479,791556,807665,807481,815482,821637,826353,831087
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1342.89490450523,1314.11419693969,1304.5293810385,1326.47161042212,1286.90282128221,1304.33303731231,1305.03813815611,1343.61111422048,1356.53400140048,1412.89653523429,1317.58389339746,1369.16921255852,1354.88546124499,1392.38204736859,1411.76834802154,1411.12684746796,1416.74881879698,1432.67228609541,1437.35251928349,1394.42114071112,1331.69778506932,1292.71954963551,1256.72143592448,1219.11871645847,1154.87300909888
Haiti,HTI,"Population, total",SP.POP.TOTL,8303151,8455918,8607641,8759912,8910263,9061273,9216562,9373296,9530774,9689581,9803294,9914904,10069771,10222362,10373235,10523242,10671457,10817754,10962362,11105163,11243848,11374586,11503606,11637398,11772557
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1789.47798512637,1789.18816032117,1807.97305547292,1842.29750018813,1908.90950050464,1975.85647913236,2056.53491469231,2134.19540639485,2175.14709403064,2076.30859895638,2108.47314459603,2144.56265540491,2188.39378817891,2205.40126728067,2229.24772232218,2271.20265980349,2315.72983058198,2383.37398439714,2430.13503657762,2447.61649282181,2189.43168668222,2423.76634916911,2482.22384904714,2527.27366333188,2573.37159995648
Honduras,HND,"Population, total",SP.POP.TOTL,6577773,6757993,6938859,7119213,7298994,7478355,7656832,7834798,8012587,8189899,8365878,8540583,8715076,8889278,9063122,9237305,9412380,9588137,9765210,9943633,10119640,10289877,10463872,10644851,10825703
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,26933.2377453994,26885.4284833926,27210.0693480769,28097.108881817,30304.3126863152,32401.3907659685,34458.0498746756,36371.6859370268,36924.0883854556,35938.5902369431,38090.0213994329,39656.3392885062,39887.8339456509,40959.9813033996,41796.8681867763,42432.1619740441,43087.5455578429,44380.8100340362,45280.5079891951,44195.2768644431,41451.2981131333,44530.9262090583,43281.6852291306,43550.6298747786,44712.7654725532
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100,7536100,7524100
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8979.73578602949,9365.95393193015,9836.94065083321,10253.723920764,10786.4881991495,11272.7345428122,11734.4544729813,11791.7074416876,11929.7209867703,11142.885928524,11287.3686666108,11536.3578996772,11440.7622718825,11729.5720798501,12287.3779441033,12782.9412577973,13145.6559885563,13734.2442804335,14533.7783144312,15290.8085466331,14664.2971195385,15787.9535427563,16487.7973935944,16375.0462724192,16518.6369936397
Hungary,HUN,"Population, total",SP.POP.TOTL,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9872734,9833038,9797755,9759755,9726756,9706964,9694824,9670419,9630932,9605074,9592186,9562065
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43472.3369863945,44545.9822640262,44389.5560505836,45088.9225976672,48101.7116286153,50674.4411254865,52306.1284689188,55457.3601417561,55360.8136015347,50581.0846203691,49528.4864575422,50058.8302502676,50375.4116888351,51696.0876528983,52102.5757919438,53505.6964079339,56049.2928648152,56657.9800285572,57731.6523401884,57118.8452718755,52464.3072858637,54285.0209153958,57606.8756094882,60019.4084189868,59307.1777759714
Iceland,ISL,"Population, total",SP.POP.TOTL,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463,372520,382003,385663,386506
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,756.704109527449,778.507377528365,793.615912906381,841.278894571674,892.596614581612,947.732565646672,1008.23275343783,1069.24696813025,1086.50605251513,1155.10163274172,1235.15939133951,1281.61054354933,1333.09626557668,1399.4537980287,1484.31640682913,1583.99815907985,1694.46534973825,1788.69770318446,1883.35772705062,1936.03067741067,1806.50110583878,1965.30943437506,2098.2112447615,2270.9051808027,2396.94999213544
India,IND,"Population, total",SP.POP.TOTL,1057922733,1077898575,1097600380,1116803006,1135991513,1154676322,1172878890,1190676021,1207930964,1225524753,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,1450935791
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1828.10265968361,1868.59172307292,1926.37435868149,1991.91820506473,2065.70617470842,2155.4478015921,2244.0802226202,2355.1528565328,2464.60193418272,2546.21969707767,2670.8129098953,2799.62468790318,2930.518445323,3055.24246006469,3170.72103011429,3288.22269725538,3416.81005170972,3553.51999262321,3701.32155461912,3850.90321738979,3739.44906563161,3850.68877253903,4024.91225288391,4192.65167890692,4367.86266621191
Indonesia,IDN,"Population, total",SP.POP.TOTL,216077790,219097902,222088495,225048008,227926649,230871650,233951652,237062337,240157903,243220028,246305322,249470032,252698525,255852467,258877399,261799249,264627418,267346658,269951846,272489381,274814866,276758053,278830529,281190067,283487931
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3885.30183360649,3917.29935489016,4198.95356080727,4511.43134034458,4607.45169088209,4650.35841490708,4778.7934584732,5084.71796043623,5035.94008533618,5023.89314362941,5249.06133369759,5321.75870744453,5058.64637811835,4916.97291948475,5093.20319702187,4952.73355532178,5312.61724954192,5395.2398398598,5127.22495367018,4952.45669081078,5132.82430762118,5300.62271961895,5465.31447539413,5687.84396330117,5834.44296939863
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,66418659,67452005,68011317,68769340,70256316,71828455,73392747,74602648,75514204,76457825,77420842,78383598,79370580,80414686,81502045,82619362,83812228,85026754,86117998,87051648,87723443,88455488,89524246,90608707,91567738
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4172.78025105244,4116.09405320279,3660.92527507177,2250.06990123369,3354.26588756715,3310.86344473993,3471.98744698568,3565.58054079041,3781.78001712762,3768.17284328983,3881.94327045302,4030.01686860986,4387.90469058707,4504.82687537354,4446.97343234862,4440.14189252367,4932.9272911439,4736.32710809857,4749.00921836896,4898.14897652265,4213.99843766061,4182.5006404573,4412.99733146512,4337.08705324182,4180.29619477317
Iraq,IRQ,"Population, total",SP.POP.TOTL,24424056,25197840,26006559,26802659,27577878,28407448,28616515,28391607,28971036,30058206,31045366,32161424,33654842,35281989,36550059,37560535,38469627,39337353,40265624,41192171,42116605,43071211,44070551,45074049,46042015
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,42599.4803921319,44151.1536032557,45974.4881988842,46594.8620267616,48856.3238587396,50547.2123729763,51656.8194855887,52849.6948429458,49461.1594281353,46466.3794269222,46991.6464673949,47539.9181739968,47147.1604669421,47928.0346487005,52044.6201181887,64250.1385181257,64205.979777351,69748.6221034014,74029.0550611436,76485.635854651,80927.936475395,92781.2322150786,97793.5366671697,93541.9643678381,94474.9879707069
Ireland,IRL,"Population, total",SP.POP.TOTL,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957,4762722,4827445,4898022,4976456,5039747,5110585,5212836,5311538,5395790
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,46274.9709691403,48252.7638498277,50714.5824703383,53224.3527757804,55464.0220993356,58201.5990838178,62075.7601604994,66029.9755907183,68520.6825624937,69192.0258221691,70747.8417587183,71727.5055082703,77009.2978612012,80383.8273088527,84778.5806639347,84753.5187422732,90783.7647245394,93200.3108083857,95040.4061748938,95110.1385990737,86595.0676099275,89873.5420093569,86103.3379308107,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,75659,76476,77275,78049,78792,79516,80294,81147,82029,82939,83873,84382,84335,84141,83892,83593,83466,83609,83805,83957,84064,84106,84132,84165,84160
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29413.4894578106,28808.1300136037,28195.8676389139,28092.6176251486,28883.247588548,29623.7172812577,30734.9619835354,32103.1628576567,32554.0413211945,32178.5727387015,33344.7213294093,34540.6749784398,34738.6587001,35489.5086561247,36129.3146105805,36213.1041481958,37093.7879065422,37963.0491190696,38729.6426036983,39407.2016076709,37935.5432717179,40804.9689802536,42516.3888090274,42011.6213954855,41845.1660567523
Israel,ISR,"Population, total",SP.POP.TOTL,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100,9371400,9557500,9849000,9974400
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,32609.66746283,33243.599343976,33267.4474482048,33110.1698494812,33348.9744820456,33407.6754716472,33873.0493680093,34159.9109244074,33550.6340800063,31587.0638416305,31928.5543621096,32039.5032494316,30953.4147447427,30330.0221599668,30325.0287793923,30639.8829751432,31077.6792675211,31635.52277108,31819.3971830067,32180.4341017428,29469.7989238626,32267.7091050201,33891.8866526216,34239.6554751239,34495.2545799636
Italy,ITA,"Population, total",SP.POP.TOTL,56942108,56976981,57089824,57399184,57828179,58166682,58399861,58756247,59211181,59555454,59819407,60026841,60191247,60311613,60320707,60229605,60115223,60002252,60148658,59729081,59438851,59133173,59013667,58984216,58952704
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5197.39692210665,5234.02744397806,5305.87658697244,5467.17406988236,5507.20135110043,5525.73577833713,5656.66803579988,5710.53878446758,5639.58974873397,5372.14234169511,5271.57221477938,5339.62170188798,5284.00852557589,5289.88438546111,5307.19165380801,5339.30718256806,5472.28314023034,5586.1365723133,5717.87621107532,5814.79275311692,5317.84145033966,5607.45378253877,5965.46127464873,6127.90771263434,6096.4327030963
Jamaica,JAM,"Population, total",SP.POP.TOTL,2607826,2624403,2640572,2656623,2672225,2687066,2700968,2713800,2725635,2736995,2748568,2760494,2772430,2783687,2793749,2802534,2809915,2815764,2820097,2823271,2830739,2837682,2839144,2839786,2839175
Japan,JPN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31430.631130325,31476.0520665746,31416.1241772309,31830.217584972,32515.1158024695,33098.5474664881,33531.518563066,33990.0360341367,33557.6454041595,31651.0837739562,32942.2020783835,33011.1342301291,33518.4449368599,34239.8862473488,34386.9058552671,34960.6393843385,35242.199377148,35861.9728545672,36138.5290824814,36043.7844013518,34642.9718743239,35741.1601062924,36238.3294895302,36952.5150709861,37152.5636003552
Japan,JPN,"Population, total",SP.POP.TOTL,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000,127076000,126972000,126811000,126633000,126261000,125681593,125124989,124516650,123975371
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3412.07673213708,3518.76635312228,3644.62434644332,3713.15193593268,3935.15704743447,4151.61313015439,4209.86864014361,4287.35229821209,4489.95545537311,4615.23067817324,4621.5742854131,4631.67703841605,4677.47613977192,4556.52023716712,4282.11872849239,4042.75678097555,3933.14704611068,3940.70199181145,3928.77026821205,3919.06426916073,3806.87949354914,3874.32714084633,3909.80228869045,3958.23043952182,4016.83429143296
Jordan,JOR,"Population, total",SP.POP.TOTL,5386945,5498894,5616066,5741828,5882061,6029587,6427371,6827227,6989866,7141753,7297043,7480424,7587127,7991809,8791710,9544729,10006367,10234226,10462306,10671891,10865228,11066356,11256263,11439213,11552876
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4269.33016782791,4822.52862802669,5267.6990320263,5724.43199248054,6233.29439373307,6787.4115548789,7450.39687062615,8036.87599811505,8216.52181589585,8218.39912556048,8704.70655484556,9223.3021336315,9531.91477617058,9959.72586930534,10226.7100539683,10196.1226255982,10151.423313302,10404.2718646317,10670.2120148279,10989.6840718388,10565.0359816235,10873.3915275276,11058.3482413407,11453.3952725363,11872.7842626298
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,15501103,15575550,15656677,15747380,15850159,15968117,16103716,16257214,16426525,16619846,16836810,17066002,17306106,17556502,17816285,18084169,18363600,18651931,18932727,19209555,19482117,19743603,20034609,20330104,20592571
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1195.41296851656,1202.29348759987,1171.4262517349,1169.14433674051,1191.25443604556,1223.44738472019,1263.54164666211,1309.91092948216,1273.77226103073,1276.73503486074,1340.16467408856,1370.58000874482,1396.30178709756,1413.94142522583,1450.59338202277,1489.11959777284,1517.97796057742,1542.33773973372,1596.69045914945,1645.70961777862,1609.33414078281,1698.89578271444,1747.53198804428,1811.21651838425,1860.02287047776
Kenya,KEN,"Population, total",SP.POP.TOTL,30642890,31619170,32629808,33652223,34713455,35796484,36904008,38036349,39206351,40408891,41598567,42758461,43888303,44986791,46051440,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003,56432944
Kiribati,KIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1555.58190420161,1477.951639475,1467.99259660077,1415.54564772956,1378.9582420937,1368.99716100101,1419.38709899471,1433.3573454448,1361.83587176171,1340.27593200253,1328.78764145125,1348.06011226744,1405.50280446236,1493.49134858915,1492.8506819325,1639.85274740652,1731.43693824902,1769.51191332519,1803.94864980951,1835.21963082467,1777.0447605811,1893.52661599343,1948.24312238625,1968.80973802094,2041.87601786956
Kiribati,KIR,"Population, total",SP.POP.TOTL,88613,90335,92264,94175,96085,98035,100017,102068,104222,106467,108704,110647,112284,113838,115326,116815,118478,120275,122084,123921,126099,128377,130469,132530,134518
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,23665910,23815358,23943973,24090380,24254943,24396433,24524507,24646383,24764618,24878332,24987258,25097874,25211728,25329451,25451262,25575350,25698326,25817709,25931147,26037632,26136312,26232534,26328845,26418204,26498823
